warn: LLAMA_ARG_REPACK environment variable is set, but will be overwritten by command line argument --no-repack
0.00.037.095 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.100 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.100 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.102 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.102 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.104 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
[E2-FOLD] arch=qwen35moe experts_folded R=-1 lead=0 unique_ffn=10/48 gamma=1.000 map=[E2-FOLD] shared expert follows the LOGICAL layer
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,30,30,32,32,32,32,32,32,38,38,38,41,41,41,44,45,46,47
[E2-FOLD] mixer (attn / delta-net) is NOT folded — logical index kept
 
 = = Civil War = = 
 
 For several years the arsenal , which was owned by the federal government , served as a simple arms depot and was staffed with only a handful of soldiers . But in November 1860 , with the American Civil War on the horizon , a company of the Second United States Artillery , consisting of sixty @-@ five men , was transferred to Little Rock under the command of Captain James Totten . On January 15 , 1861 , the state legislature decided to hold a referendum to determine if a state convention should be held to consider the issue of secession and to elect delegates to such a convention . It was planned for February 18 ; however , events at the arsenal , would not wait . On January 28 , then Governor Henry Massey Rector informed Captain Totten that he and his soldiers would be " permitted to remain in the possession of the Federal officers until the State , by authority of the people , shall have determined to sever their connection with the General Government , " Totten responded to this by telling the Governor that his orders came from the United States Government and began a desperate but ultimately futile dispatch of letters and telegrams asking for reinforcements , although rumors were widely spread that they were already coming . The first telegraph wire to span between Little Rock and Memphis had recently been completed . Local attorney John M Harrel was asked to compose the first telegraph dispatched from Arkansas 's capital . In his message , Harrel reported unconfirmed rumors that more federal troops had been sent to reinforce the Little Rock Arsenal . 
 The United States troops at the outposts of the western frontier of the state and in the Indian nation have all been recalled from winter quarters to reinforce the garrison at Fort Smith . The garrison at Fort Smith had been previously transferred to the United States Arsenal in this city ( Little Rock ) . The arsenal is one of the richest depositories of military stores in the United States and is supposed to be the ultimate destination of the tropps [ sic ] ordered from the frontier . 
 -John M Harrel Telegram , January 31 , 1861 
 The item was intended simply as a piece of news , but telegraph lines quickly spread the news throughout the state , fueling procession sentiment . The rumor was interpreted by some Arkansans as a call from the governor to assemble to help expel the federal troops from the arsenal . By February 5 , six militia units , consisting of 1 @,@ 000 men , with a guarantee that the numbers could be increased to 5 @,@ 000 if the situations deemed it necessary , had assembled in Little Rock . Governor Rector vehemently denied ordering the troops to assemble or giving any order at all in connection with the troops . Faced with the fact that the military had assembled believing they were following his orders and the consensus of the citizens of Little Rock against any armed conflict between the civilian army and federal troops , Governor Rector was forced to take control of the situation . On February 6 , he sent a formal demand for surrender of the arsenal to Captain Totten , 
 This movement is prompted by the feeling that pervades the citizens of this State that in the present emergency the arms and munitions of war in the Arsenal should be under the control of the State authorities , in order to their security . This movement , although not authorized by me , has assumed such an aspect that it becomes my duty , as the executive of this Sate , to interpose my official authority to prevent a collision between the people of the State and the Federal troops under your command . I therefore demand in the name of the State the delivery of the possession of the Arsenal and munitions of war under your charge to the State authorities , to be held subject to the action of the convention to be held on the 4th of March next . 
 Perhaps because Abraham Lincoln had not yet been inaugurated as President , Captain Totten received no instructions from his superiors and was forced to withdraw his troops . He agreed to surrender the arsenal as long as the governor agreed to three provisions : 
 The governor would take possession of the arsenal in the name of the United States . 
 The soldiers would be allowed safe passage in any direction carrying any personal and public property besides munitions of war . 
 The soldiers would be allowed to march away as men leaving under orders , not as conquered and surrendering soldiers . 
 On the morning of February 8 , 1861 , Rector and Totten signed an agreement placing the arsenal in the hands of state officials . That afternoon , the citizen militia marched to the arsenal with Governor Rector at its head . All of the federal troops had left at this point , except Totten who had stayed behind to listen to the Governor 's speech and to hand the arsenal over in person . 
 The Little Rock Arsenal was classified in 1860 as an " arsenal of deposit , " meaning that it was simply a warehouse for the storage of weapons intended for the use of the state militia in times of crisis . Thus there were no substantial operations for ordnance fabrication or repairs , nor for the manufacture of cartridges at the time the Arsenal fell into State hands . Most of these operations were started from scratch through the efforts of the Arkansas Military Board . 
 Inside the Little Rock Arsenal after its seizure in February , 1861 , the Confederates inventoried some 10 @,@ 247 weapons , 250 @,@ 000 musket cartridges , and 520 @,@ 000 percussion caps , as well as the four bronze cannon of Totten 's battery . Long arms in the Arsenal 's inventory consisted of : 
 M1822 .69 cal ( flintlock ) 5 @,@ 625 
 M1822 .69 cal ( percussion @-@ converted ) 53 
 M1842 .69 cal smoothbore ( percussion ) 357 
 M1855 .58 cal rifle @-@ muskets 900 
 M1817 common rifles 125 
 M1841 rifle ( " Mississippi Rifle " ) 54 
 M1847 musketoon 2 
 Hall 's carbines 267 
 Hall 's rifles ( flintlock ) 2 @,@ 864 
 Total 10 @,@ 247 
 Of this number , approximately 9600 weapons were serviceable , or ready @-@ for @-@ issue . Note there were only 1 @,@ 364 percussion weapons available . Disposition of the weapons found in the Arsenal is somewhat sketchy , but from various records it can be surmised that the 5th , 6th , 7th , and 8th Arkansas Infantry Regiments , mustered in June , 1861 , were issued M1816 / M1822 .69 caliber flintlocks . The 9th and 10th Arkansas , four companies of Kelly 's 9th Arkansas Battalion , and the 3rd Arkansas Cavalry Regiment were issued flintlock Hall 's Rifles . The units comprising the infantry force of Van Dorn 's"
Token ids (6484):
 
(695)  =(283)  Valk(82224) y(88) ria(4065)  Chronicles(63110)  III(14016)  =(283)  
 
(30858)  Sen(5195) j(73) ō(53792)  no(874)  Valk(82224) y(88) ria(4065)  (220) 3(18)  :(535)  Un(1188) record(8286) ed(290)  Chronicles(63110)  ((318)  Japanese(10452)  :(535)  (220) 戦(246811) 場の(186427) ヴァ(184676) ル(31532) キュ(156333) リア(149877) 3(18)  ,(1116)  lit(12647)  .(641)  Valk(82224) y(88) ria(4065)  of(314)  the(279)  Battlefield(68245)  (220) 3(18)  )(847)  ,(1116)  commonly(16138)  referred(13464)  to(310)  as(430)  Valk(82224) y(88) ria(4065)  Chronicles(63110)  III(14016)  outside(4732)  Japan(6124)  ,(1116)  is(369)  a(264)  tactical(37365)  role(3364)  @(554) -(12) @(31)  playing(5442)  video(2678)  game(1746)  developed(7633)  by(539)  Sega(77098)  and(321)  Media(7569) .V(4896) ision(1753)  for(364)  the(279)  PlayStation(30238)  Portable(40111)  .(641)  Released(43304)  in(303)  January(5869)  (220) 2(17) 0(15) 1(16) 1(16)  in(303)  Japan(6124)  ,(1116)  it(424)  is(369)  the(279)  third(4688)  game(1746)  in(303)  the(279)  Valk(82224) y(88) ria(4065)  series(3878)  .(641)  Employ(20148) ing(286)  the(279)  same(1788)  fusion(35302)  of(314)  tactical(37365)  and(321)  real(1865)  @(554) -(12) @(31)  time(854)  gameplay(25197)  as(430)  its(1141)  predecessors(59367)  ,(1116)  the(279)  story(3255)  runs(8213)  parallel(14835)  to(310)  the(279)  first(1118)  game(1746)  and(321)  follows(10695)  the(279)  "(328)  Name(3855) less(1657)  "(328)  ,(1116)  a(264)  penal(44782)  military(6079)  unit(4821)  serving(13092)  the(279)  nation(6777)  of(314)  Gall(24088) ia(667)  during(2261)  the(279)  Second(10130)  Euro(18870) pan(822)  War(4843)  who(852)  perform(2649)  secret(6038)  black(3565)  operations(7289)  and(321)  are(513)  p(280) itted(3634)  against(2272)  the(279)  Imperial(28936)  unit(4821)  "(328)  Cal(3210) amat(40529) y(88)  Raven(43601)  "(328)  .(641)  
(695)  The(561)  game(1746)  began(5820)  development(4257)  in(303)  (220) 2(17) 0(15) 1(16) 0(15)  ,(1116)  carrying(14885)  over(888)  a(264)  large(3349)  portion(12961)  of(314)  the(279)  work(944)  done(2725)  on(383)  Valk(82224) y(88) ria(4065)  Chronicles(63110)  II(7696)  .(641)  While(5788)  it(424)  retained(33129)  the(279)  standard(5129)  features(4275)  of(314)  the(279)  series(3878)  ,(1116)  it(424)  also(1048)  underwent(52181)  multiple(5081)  adjustments(31881)  ,(1116)  such(1680)  as(430)  making(3154)  the(279)  game(1746)  more(777)  forgiving(89153)  for(364)  series(3878)  newcomers(65180)  .(641)  Character(15174)  designer(14268)  R(423) ait(1269) a(64)  Hon(16061) jou(192638)  and(321)  composer(38144)  Hit(15414) oshi(30799)  Sak(37485) imoto(92832)  both(2107)  returned(5743)  from(494)  previous(3555)  entries(10379)  ,(1116)  along(3055)  with(440)  Valk(82224) y(88) ria(4065)  Chronicles(63110)  II(7696)  director(7300)  Takes(36363) hi(5834)  Oz(34427) awa(13674)  .(641)  A(357)  large(3349)  team(2015)  of(314)  writers(15620)  handled(17083)  the(279)  script(5148)  .(641)  The(561)  game(1746)  '(359) s(82)  opening(8306)  theme(6697)  was(557)  sung(38038)  by(539)  May(3114)  '(359) n(77)  .(641)  
(695)  It(1049)  met(2197)  with(440)  positive(6572)  sales(6416)  in(303)  Japan(6124)  ,(1116)  and(321)  was(557)  praised(35172)  by(539)  both(2107)  Japanese(10452)  and(321)  western(17942)  critics(21993)  .(641)  After(4486)  release(4722)  ,(1116)  it(424)  received(3816)  downloadable(67292)  content(2144)  ,(1116)  along(3055)  with(440)  an(449)  expanded(16676)  edition(13295)  in(303)  November(6492)  of(314)  that(421)  year(1007)  .(641)  It(1049)  was(557)  also(1048)  adapted(28404)  into(1083)  manga(33116)  and(321)  an(449)  original(3889)  video(2678)  animation(10047)  series(3878)  .(641)  Due(22921)  to(310)  low(3238)  sales(6416)  of(314)  Valk(82224) y(88) ria(4065)  Chronicles(63110)  II(7696)  ,(1116)  Valk(82224) y(88) ria(4065)  Chronicles(63110)  III(14016)  was(557)  not(524)  localized(42051)  ,(1116)  but(694)  a(264)  fan(8145)  translation(14053)  compatible(17606)  with(440)  the(279)  game(1746)  '(359) s(82)  expanded(16676)  edition(13295)  was(557)  released(5698)  in(303)  (220) 2(17) 0(15) 1(16) 4(19)  .(641)  Media(7569) .V(4896) ision(1753)  would(1000)  return(460)  to(310)  the(279)  franchise(18451)  with(440)  the(279)  development(4257)  of(314)  Valk(82224) y(88) ria(4065)  :(535)  Azure(32990)  Revolution(21440)  for(364)  the(279)  PlayStation(30238)  (220) 4(19)  .(641)  
 
(30858)  =(283)  =(283)  Gameplay(82932)  =(283)  =(283)  
 
(30858)  As(1577)  with(440)  previous(3555)  Valk(82224) y(88) ira(8565)  Chronicles(63110)  games(3739)  ,(1116)  Valk(82224) y(88) ria(4065)  Chronicles(63110)  III(14016)  is(369)  a(264)  tactical(37365)  role(3364)  @(554) -(12) @(31)  playing(5442)  game(1746)  where(1332)  players(4078)  take(1831)  control(2444)  of(314)  a(264)  military(6079)  unit(4821)  and(321)  take(1831)  part(919)  in(303)  missions(23864)  against(2272)  enemy(8902)  forces(8177)  .(641)  Stories(28082)  are(513)  told(3125)  through(1472)  comic(19122)  book(2236)  @(554) -(12) @(31)  like(1040)  panels(20631)  with(440)  animated(11043)  character(3542)  portraits(56182)  ,(1116)  with(440)  characters(5587)  speaking(11750)  partially(24443)  through(1472)  voiced(49640)  speech(8540)  bubbles(42237)  and(321)  partially(24443)  through(1472)  un(632) vo(3225) iced(7332)  text(1414)  .(641)  The(561)  player(2693)  progresses(65332)  through(1472)  a(264)  series(3878)  of(314)  linear(13094)  missions(23864)  ,(1116)  gradually(25193)  unlocked(34441)  as(430)  maps(13640)  that(421)  can(628)  be(381)  freely(24765)  scanned(45867)  through(1472)  and(321)  replay(33341) ed(290)  as(430)  they(781)  are(513)  unlocked(34441)  .(641)  The(561)  route(5832)  to(310)  each(1754)  story(3255)  location(3602)  on(383)  the(279)  map(2336)  varies(33094)  depending(11313)  on(383)  an(449)  individual(3714)  player(2693)  '(359) s(82)  approach(5313)  :(535)  when(948)  one(799)  option(2904)  is(369)  selected(3955)  ,(1116)  the(279)  other(975)  is(369)  sealed(18473)  off(974)  to(310)  the(279)  player(2693)  .(641)  Outside(39792)  missions(23864)  ,(1116)  the(279)  player(2693)  characters(5587)  rest(2645)  in(303)  a(264)  camp(3013)  ,(1116)  where(1332)  units(7896)  can(628)  be(381)  customized(30650)  and(321)  character(3542)  growth(6310)  occurs(13273)  .(641)  Along(30798) side(2835)  the(279)  main(1822)  story(3255)  missions(23864)  are(513)  character(3542)  @(554) -(12) @(31)  specific(3050)  sub(1146)  missions(23864)  relating(21827)  to(310)  different(2086)  squad(17975)  members(3492)  .(641)  After(4486)  the(279)  game(1746)  '(359) s(82)  completion(9463)  ,(1116)  additional(4945)  episodes(17240)  are(513)  unlocked(34441)  ,(1116)  some(1010)  of(314)  them(1070)  having(3322)  a(264)  higher(4918)  difficulty(16337)  than(1056)  those(1782)  found(1669)  in(303)  the(279)  rest(2645)  of(314)  the(279)  game(1746)  .(641)  There(2532)  are(513)  also(1048)  love(2854)  simulation(18465)  elements(5255)  related(5265)  to(310)  the(279)  game(1746)  '(359) s(82)  two(1330)  main(1822)  hero(11482) ines(1489)  ,(1116)  although(7643)  they(781)  take(1831)  a(264)  very(1546)  minor(8652)  role(3364)  .(641)  
(695)  The(561)  game(1746)  '(359) s(82)  battle(7796)  system(1785)  ,(1116)  the(279)  B(417) li(719) TZ(87314)  system(1785)  ,(1116)  is(369)  carried(11354)  over(888)  directly(5774)  from(494)  Valk(82224) y(88) ira(8565)  Chronicles(63110)  .(641)  During(11615)  missions(23864)  ,(1116)  players(4078)  select(3186)  each(1754)  unit(4821)  using(1608)  a(264)  top(1844)  @(554) -(12) @(31)  down(1441)  perspective(12682)  of(314)  the(279)  battlefield(36150)  map(2336)  :(535)  once(2957)  a(264)  character(3542)  is(369)  selected(3955)  ,(1116)  the(279)  player(2693)  moves(10480)  the(279)  character(3542)  around(2094)  the(279)  battlefield(36150)  in(303)  third(4688)  @(554) -(12) @(31)  person(1637)  .(641)  A(357)  character(3542)  can(628)  only(1132)  act(1121)  once(2957)  per(791)  @(554) -(12) @(31)  turn(2404)  ,(1116)  but(694)  characters(5587)  can(628)  be(381)  granted(11340)  multiple(5081)  turns(10263)  at(506)  the(279)  expense(19668)  of(314)  other(975)  characters(5587)  '(359)  turns(10263)  .(641)  Each(8618)  character(3542)  has(682)  a(264)  field(2002)  and(321)  distance(5821)  of(314)  movement(6977)  limited(6973)  by(539)  their(836)  Action(5411)  Gauge(69612)  .(641)  Up(3038)  to(310)  nine(11292)  characters(5587)  can(628)  be(381)  assigned(12244)  to(310)  a(264)  single(3074)  mission(8684)  .(641)  During(11615)  gameplay(25197)  ,(1116)  characters(5587)  will(668)  call(1562)  out(680)  if(413)  something(2414)  happens(8311)  to(310)  them(1070)  ,(1116)  such(1680)  as(430)  their(836)  health(2730)  points(3387)  ((318)  HP(11852)  )(847)  getting(3583)  low(3238)  or(466)  being(1602)  knocked(30932)  out(680)  by(539)  enemy(8902)  attacks(8511)  .(641)  Each(8618)  character(3542)  has(682)  specific(3050)  "(328)  Pot(13312) entials(8216)  "(328)  ,(1116)  skills(7129)  unique(4752)  to(310)  each(1754)  character(3542)  .(641)  They(2302)  are(513)  divided(17249)  into(1083)  "(328)  Personal(18627)  Potential(52145)  "(328)  ,(1116)  which(864)  are(513)  innate(61811)  skills(7129)  that(421)  remain(6922)  un(632) al(278) tered(32058)  unless(7014)  otherwise(5752)  dictated(77627)  by(539)  the(279)  story(3255)  and(321)  can(628)  either(2892)  help(1438)  or(466)  imp(3062) ede(14880)  a(264)  character(3542)  ,(1116)  and(321)  "(328)  Battle(15641)  Pot(13312) entials(8216)  "(328)  ,(1116)  which(864)  are(513)  grown(14276)  throughout(6600)  the(279)  game(1746)  and(321)  always(2590)  grant(12816)  bo(688) ons(2305)  to(310)  a(264)  character(3542)  .(641)  To(1946)  learn(3827)  Battle(15641)  Pot(13312) entials(8216)  ,(1116)  each(1754)  character(3542)  has(682)  a(264)  unique(4752)  "(328)  Masters(32509)  Table(6424)  "(328)  ,(1116)  a(264)  grid(5646)  @(554) -(12) @(31)  based(3018)  skill(9653)  table(1898)  that(421)  can(628)  be(381)  used(1429)  to(310)  acquire(20604)  and(321)  link(2569)  different(2086)  skills(7129)  .(641)  Characters(43038)  also(1048)  have(599)  Special(9493)  Abilities(76649)  that(421)  grant(12816)  them(1070)  temporary(12955)  boosts(63900)  on(383)  the(279)  battlefield(36150)  :(535)  Kurt(41504)  can(628)  activate(19660)  "(328)  Direct(6916)  Command(7117)  "(328)  and(321)  move(3166)  around(2094)  the(279)  battlefield(36150)  without(1973)  de(401) ple(675) ting(1235)  his(780)  Action(5411)  Point(4963)  gauge(29877)  ,(1116)  the(279)  character(3542)  Re(997) ila(10211)  can(628)  shift(6206)  into(1083)  her(1024)  "(328)  Valk(82224) y(88) ria(4065)  Form(3268)  "(328)  and(321)  become(3512)  inv(1475) incible(74244)  ,(1116)  while(1345)  Im(2285) ca(895)  can(628)  target(2100)  multiple(5081)  enemy(8902)  units(7896)  with(440)  her(1024)  heavy(8545)  weapon(9982)  .(641)  
(695)  Tro(18737) ops(3595)  are(513)  divided(17249)  into(1083)  five(4097)  classes(6632)  :(535)  Scouts(66961)  ,(1116)  Shock(45414) tro(31371) opers(49368)  ,(1116)  Engineers(47070)  ,(1116)  L(436) ancers(30700)  and(321)  Arm(12618) ored(2922)  Soldier(50665)  .(641)  Tro(18737) opers(49368)  can(628)  switch(3289)  classes(6632)  by(539)  changing(9722)  their(836)  assigned(12244)  weapon(9982)  .(641)  Changing(48483)  class(523)  does(1503)  not(524)  greatly(18305)  affect(7556)  the(279)  stats(10159)  gained(17622)  while(1345)  in(303)  a(264)  previous(3555)  class(523)  .(641)  With(2985)  victory(12200)  in(303)  battle(7796)  ,(1116)  experience(3039)  points(3387)  are(513)  awarded(20672)  to(310)  the(279)  squad(17975)  ,(1116)  which(864)  are(513)  distributed(4098)  into(1083)  five(4097)  different(2086)  attributes(7944)  shared(5904)  by(539)  the(279)  entire(4307)  squad(17975)  ,(1116)  a(264)  feature(4416)  differing(58333)  from(494)  early(3988)  games(3739)  '(359)  method(1654)  of(314)  distributing(48039)  to(310)  different(2086)  unit(4821)  types(4346)  .(641)  
 
(30858)  =(283)  =(283)  Plot(25201)  =(283)  =(283)  
 
(30858)  The(561)  game(1746)  takes(4829)  place(1925)  during(2261)  the(279)  Second(10130)  Euro(18870) pan(822)  War(4843)  .(641)  Gall(24088) ian(1068)  Army(12638)  Squad(33559)  (220) 4(19) 2(17) 2(17)  ,(1116)  also(1048)  known(3750)  as(430)  "(328)  The(561)  Name(3855) less(1657)  "(328)  ,(1116)  are(513)  a(264)  penal(44782)  military(6079)  unit(4821)  composed(22687)  of(314)  criminals(30500)  ,(1116)  foreign(6988)  desert(22865) ers(382)  ,(1116)  and(321)  military(6079)  offenders(39263)  whose(6483)  real(1865)  names(4874)  are(513)  erased(61551)  from(494)  the(279)  records(7189)  and(321)  there(1017) on(263)  officially(18003)  referred(13464)  to(310)  by(539)  numbers(4947)  .(641)  Ordered(38269)  by(539)  the(279)  Gall(24088) ian(1068)  military(6079)  to(310)  perform(2649)  the(279)  most(1379)  dangerous(11078)  missions(23864)  that(421)  the(279)  Regular(27858)  Army(12638)  and(321)  Milit(64917) ia(667)  will(668)  not(524)  do(635)  ,(1116)  they(781)  are(513)  nevertheless(35999)  up(685)  to(310)  the(279)  task(3274)  ,(1116)  exempl(36687) ified(1806)  by(539)  their(836)  motto(60227)  ,(1116)  Alt(22941) aha(13154)  Ab(3554) ilia(23324)  ,(1116)  meaning(7063)  "(328)  Always(22516)  Ready(29965)  .(641)  "(328)  The(561)  three(2250)  main(1822)  characters(5587)  are(513)  No(2233) .(13) 7(22)  Kurt(41504)  Irving(53356)  ,(1116)  an(449)  army(13003)  officer(9173)  falsely(58320)  accused(12803)  of(314)  treason(75576)  who(852)  wishes(23479)  to(310)  redeem(47146)  himself(5387)  ;(2502)  Ace(36459)  No(2233) .(13) 1(16)  Im(2285) ca(895)  ,(1116)  a(264)  female(8513)  Dar(14581) cs(4682) en(268)  heavy(8545)  weapons(9600)  specialist(23011)  who(852)  seeks(24836)  revenge(34875)  against(2272)  the(279)  Valk(82224) y(88) ria(4065)  who(852)  destroyed(14012)  her(1024)  home(2046)  ;(2502)  and(321)  No(2233) .(13) 1(16) 3(18)  Ri(49988) ela(8036)  Mar(2783) cell(5691) is(284)  ,(1116)  a(264)  seemingly(21957)  j(492) inx(19404) ed(290)  young(3777)  woman(5054)  who(852)  is(369)  unknow(80663) ingly(10980)  a(264)  descendant(73260)  of(314)  the(279)  Valk(82224) y(88) ria(4065)  .(641)  Together(30135)  with(440)  their(836)  fellow(12004)  squad(17975)  members(3492)  ,(1116)  these(1439)  three(2250)  are(513)  tasked(49110)  to(310)  fight(4226)  against(2272)  a(264)  mysterious(24577)  Imperial(28936)  unit(4821)  known(3750)  as(430)  Cal(3210) am(308) ity(477)  Raven(43601)  ,(1116)  consisting(29607)  of(314)  mostly(9712)  Dar(14581) cs(4682) en(268)  soldiers(14426)  .(641)  
(695)  As(1577)  the(279)  Name(3855) less(1657)  officially(18003)  do(635)  not(524)  exist(2905)  ,(1116)  the(279)  upper(8156)  ech(29859) el(300) ons(2305)  of(314)  the(279)  Gall(24088) ian(1068)  Army(12638)  exploit(31133)  the(279)  concept(7059)  of(314)  plausible(47675)  den(3262) iability(75656)  in(303)  order(1906)  to(310)  send(3502)  them(1070)  on(383)  missions(23864)  that(421)  would(1000)  otherwise(5752)  make(1236)  Gall(24088) ia(667)  lose(8779)  face(3460)  in(303)  the(279)  war(3980)  .(641)  While(5788)  at(506)  times(2942)  this(411)  works(4138)  to(310)  their(836)  advantage(9144)  ,(1116)  such(1680)  as(430)  a(264)  successful(6635)  inc(3503) ursion(33146)  into(1083)  Imperial(28936)  territory(17435)  ,(1116)  other(975)  orders(9861)  cause(5073)  certain(3529)  members(3492)  of(314)  the(279)  (220) 4(19) 2(17) 2(17) nd(302)  great(2172)  distress(32877)  .(641)  One(3648)  such(1680)  member(4314)  ,(1116)  Gus(78575) urg(5382)  ,(1116)  becomes(8772)  so(748)  enraged(93844)  that(421)  he(551)  aband(165691) ons(2305)  his(780)  post(1675)  and(321)  defects(40181)  into(1083)  the(279)  ranks(20169)  of(314)  Cal(3210) am(308) ity(477)  Raven(43601)  ,(1116)  attached(12037)  to(310)  the(279)  ideal(10194)  of(314)  Dar(14581) cs(4682) en(268)  independence(22924)  proposed(10660)  by(539)  their(836)  leader(7410)  ,(1116)  Dah(72725) au(2770)  .(641)  At(2332)  the(279)  same(1788)  time(854)  ,(1116)  elements(5255)  within(2785)  Gall(24088) ian(1068)  Army(12638)  Command(7117)  move(3166)  to(310)  erase(34795)  the(279)  Name(3855) less(1657)  in(303)  order(1906)  to(310)  protect(5827)  their(836)  own(1765)  interests(11435)  .(641)  H(462) ounded(12705)  by(539)  both(2107)  allies(19507)  and(321)  enemies(13484)  ,(1116)  and(321)  combined(10539)  with(440)  the(279)  presence(9084)  of(314)  a(264)  trait(17043) or(269)  within(2785)  their(836)  ranks(20169)  ,(1116)  the(279)  (220) 4(19) 2(17) 2(17) nd(302)  desperately(36300)  move(3166)  to(310)  keep(2426)  themselves(5402)  alive(13282)  while(1345)  at(506)  the(279)  same(1788)  time(854)  fight(4226)  to(310)  help(1438)  the(279)  Gall(24088) ian(1068)  war(3980)  effort(4879)  .(641)  This(1061)  continues(9257)  until(2980)  the(279)  Name(3855) less(1657)  '(359) s(82)  commanding(62168)  officer(9173)  ,(1116)  Ramsey(62365)  Crow(26031) e(68)  ,(1116)  who(852)  had(995)  been(978)  kept(8341)  under(1172)  house(3626)  arrest(7753)  ,(1116)  is(369)  escorted(73938)  to(310)  the(279)  capital(6511)  city(3177)  of(314)  Rand(23215) gr(873) iz(441)  in(303)  order(1906)  to(310)  present(2945)  evidence(5721)  ex(495) oner(25728) ating(1060)  the(279)  weary(72978)  soldiers(14426)  and(321)  expose(27228)  the(279)  real(1865)  trait(17043) or(269)  ,(1116)  the(279)  Gall(24088) ian(1068)  General(3146)  that(421)  had(995)  accused(12803)  Kurt(41504)  of(314)  Tre(12118) ason(1443)  .(641)  
